sample_index,reference,real_eeg,shuffled_eeg,exact_match
629,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He was a founding member of the Arithmometer Company.,"John Davison Rockefeller (January 30, 1887 - January 23, 1963), known as John F. Kennedy or JFK Jr., was an American capitalist most famous for his role in the founding of Standard Oil and later served as chairman of its descendants).",False
630,"Some say this was because of a bargain he struck with Henry Clay, which put Clay into office as his Secretary of State once Adams won.","He was a member of the Skull and Bones society, but left in 1879 to become president of the American Enterprise Institute.",He was a member of the United States Republican Party and is currently the only Democrat elected to that office.,False
631,Benjamin Everett Jordan (8 September 1896 - 15 March 1974) was a Democratic U.S. senator from the state of North Carolina between 1958 and 1973.,He was a member of the Democratic Party and is currently the only Democrat elected to that office.,"He was a member of the Skull and Bones society, particularly his grandfather's family.",False
632,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.","He served as a member of the United States Senate from Connecticut to 1894, and was one of only two U.S. Presidents elected between 1898 and 1906.","He was a member of the Skull and Bones society, as well as a founder of Yale.",False
633,The sort of movie that gives tastelessness a bad rap.,A work of extraordinary intelligence and astonishingly unfunny.,"In 1876, he founded the Arbusto Energy Company with his son James Fenimore Cooper and in 1870 became Standard Oil.",False
634,What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted.,"The movie is so bad that it almost ceases to be a comedy, and instead becomes something more of an art form.",The movie is a great example of the power of film to bring together disparate cultures and provide them with an atonal vision.,False
635,"The couple have four children: daughters Katherine and Christina, and sons Patrick and Christopher.","In 1968, he married his second wife, actress Lyman, whom he had a daughter with.","He was a member of the Skull and Bones society, as well as members of the infamous Skull & Bones Society.",False
636,He was then hired by the legal department of CBS subsidiary Columbia Records.,He was a member of the Skull and Bones society.,"He served as a member of the United States Senate from Connecticut to 1894, and was one of only two U.S. Presidents elected between 1898 and 1906.",False
637,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.","He was a member of the Skull and Bones society, as well as a founder of Yale.",He was a member of the Democratic Party and is currently the only Democrat elected to that office.,False
638,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.","He was a founding member of the Arithmometer Company, which later became Standard Oil.",He graduated from Harvard in 1876.,False
639,"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain.","John Winthrop (May 18, 1787 - April 5, 1675) was an American novelist and poet.","He served as a Republican from January 1, 1903 until December 3, 1943.",False
640,President Clinton awarded him the Presidential Medal of Freedom in early 1997 for his service in the military and his political career.,He was awarded the 1921 Nobel Prize for Physics by his explanation of photoelectric effect in 1905.,The film is a great example of how the power of cinema to bring us together in an age where we value our values above our own.,False
641,He was then hired by the legal department of CBS subsidiary Columbia Records.,"He was born in St Germain, France to Emma Louise and Thomas Wolsey.","He was a member of the Skull and Bones society, but left in 1891 to become an apprentice machinist with Brown Brothers Harriman.",False
642,The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people.,The movie is a blast of colorful pop music and the visual style are beautifully realized.,The film is a work of extraordinary intelligence and sensitivity.,False
643,"Some say this was because of a bargain he struck with Henry Clay, which put Clay into office as his Secretary of State once Adams won.","He was a member of the Skull and Bones society, but left active duty in 1848 to become president of the United States Rubber Company.","The movie is a great example of the power of film to bring together disparate parts, but it also has some compelling chemistry -- and one that's not quite so strong as its predecessor.",False
644,He was one of the founder members of the Lunar Society.,He was a member of the Skull and Bones society.,He was awarded the 1921 Nobel Prize for Physics by his explanation of photoelectric effect in 1905.,False
645,"John Drew Barrymore, also known as John Barrymore, Jr., (June 4, 1929 - November 29, 2004) was an actor, one of The Barrymores, a family of actors that included his father, John Barrymore, and his father's siblings, his uncle Lionel and his aunt Ethel.","John Fitzgerald Kennedy (May 23, 1787 - May 5, 1876) was a U.S. president and first United States Secretary of Defense from January 1, 1775 to February 3, 1877.","John Fitzgerald Kennedy (May 23, 1787 - May 5, 1876) was a U.S. president and first United States Secretary of Defense from January 1, 1775 to February 3, 1877.",True
646,"During this time he worked on developing a federal system of roads, canals, bridges, lighthouses, and universities until Jackson, who defeated Adams in the latter's quest for re-election, was sworn in to replace him.","He was a member of the Skull and Bones society, as well as an honorary fellow at Yale University's faculty of Sociology (1967) and ""Onassisque"" from 1968 to 1969.","In 1894, he joined the United States Rubber Company (based in New York City) as manager of foreign division and moved to Greenwich, Connecticut.",False
647,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","He was born in Columbus, Ohio to a Jewish American civil rights activist and African-American civil rights leader, Andrew Manners.","He was born in New York City to William and Gladys Smith, the parents of actor George Clooney.",False
648,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.","The movie is a great example of the power of film to bring together disparate parts, but it also has some compelling chemistry -- and one that's not quite so strong as its predecessor.",The film is a great example of the power of cinema to bring us together in an age when we value our values above our own.,False
649,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.","He was born in New York City to William and Gladys Smith, the parents of actor George Clooney.","He was a member of the Skull and Bones society, having been ""discovered"" by his cousin Thomas Wolsey, who also served as chairman of that organization's Advisory Committee on Human Rights.",False
650,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,The film is a great example of the power of cinema to bring us together in an age when we value our values above our own.,"The movie is so bad that it almost ceases to be funny, and instead becomes a rousing indictment of human decency.",False
651,In 1902 Geiger began to study physics and mathematics in Erlangen and later attained a doctorate in 1906.,He graduated from Morehouse College with a Bachelor of Arts degree in Sociology and received an LLB from the University of Wisconsin-Madison.,"He married Coretta Scott on August 23, 1953 and had five children: including his wife Julia.",False
652,"During this time he worked on developing a federal system of roads, canals, bridges, lighthouses, and universities until Jackson, who defeated Adams in the latter's quest for re-election, was sworn in to replace him.","He was a member of the Skull and Bones society, having been ""discovered"" by his cousin Thomas Wolsey, who also served as chairman of that organization's Advisory Committee on Human Rights.",The movie is so bad that it almost ceases to be entertaining.,False
653,"Eventually, the band settled on Chad Channing, with whom the band recorded the album Bleach, released on Sub Pop Records in 1989.","He was a member of the Skull and Bones society, but left in 1891 to become an apprentice machinist with Brown Brothers Harriman.","He was born in St. Germain, France.",False
654,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.","In 1894, he was elected to the United States House of Representatives for the vacancy caused by the death of James Monroe.",He graduated from Morehouse College with a Bachelor of Arts degree in Sociology and received an LLB from the University of Wisconsin-Madison.,False
655,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,The film is a great example of how the power of cinema to bring us together in an age where we value our values above our own.,"It's a great American adventure, but it also has plenty of fun for all ages.",False
656,"The movie's plot is almost entirely witless and inane, carrying every gag two or three times beyond its limit to sustain a laugh.","The movie is so bad that it almost ceases to be a compelling story, but instead serves as fodder for the next generation of filmgoers who have little patience for cinema.","He was a member of the Skull and Bones society, but left active duty in 1848 to become president of the United States Rubber Company.",False
657,He was one of the founder members of the Lunar Society.,He graduated from Morehouse College in 1876.,"The movie is as if it were a comedy special, but instead of being funny and heartfelt, the film feels more like an extended short.",False
658,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.","The movie is so bad that it almost ceases to be entertaining, and instead becomes a rousing indictment of film's ability to stand in for true American experience.",He was a member of the Skull and Bones society.,False
659,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups.,The film is a work of extraordinary intelligence and sensitivity.,"He was born in Columbus, Ohio to a Jewish American civil rights activist and African-American civil rights leader, Andrew Manners.",False
660,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.","It's a great American adventure, but it also has plenty of fun for all ages.","The movie is so bad that it almost ceases to be a compelling story, but instead serves as fodder for the next generation of filmgoers who have little patience for cinema.",False
661,He had an elder brother named Emmet Olson.,He was a member of the Skull and Bones society.,"In 1894, he was elected to the United States House of Representatives for the vacancy caused by the death of James Monroe.",False
662,"Cheney grew up in Casper, Wyoming, and met his high-school sweetheart and future wife, Lynne Vincent, at age fourteen.","He married Coretta Scott on August 23, 1953 and had five children: including his wife Julia.",He was a member of the Skull and Bones society.,False
663,The film is so bad it doesn't improve upon the experience of staring at a blank screen.,"The movie is so bad that it almost ceases to be funny, and instead becomes a rousing indictment of human decency.","He was born in St Germain, France to Emma Louise and Thomas Wolsey.",False
664,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.","In 1894, he joined the United States Rubber Company (based in New York City) as manager of foreign division and moved to Greenwich, Connecticut.",The movie is a blast of colorful pop music and the visual style are beautifully realized.,False
665,He was then hired by the legal department of CBS subsidiary Columbia Records.,He was educated at Marlborough College and received a Bachelor of Arts degree in Sociology.,"The movie is so bad that it almost ceases to be entertaining, and the audience will probably forget all about its originality.",False
666,"While it regards 1967 as the key turning point of the 20th century, and returns again and again to images of dissidents in the streets, it's alarmingly current.","The movie is as if it were a comedy special, but instead of being funny and heartfelt, the film feels more like an extended short.","The movie is so bad that it almost ceases to be entertaining, and instead becomes a rousing indictment of film's ability to stand in for true American experience.",False
667,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,"The movie is a great American adventure, but it also has plenty of room for the audience to take in its inspirations.",It's a staggeringly unfunny affair.,False
668,A strangely compelling and brilliantly acted psychological drama.,It's a staggeringly unfunny affair.,He graduated from Morehouse College in 1876.,False
669,He was one of the founder members of the Lunar Society.,"He was born in St. Germain, France.","He was a member of the Skull and Bones society, as well as an honorary fellow at Yale University's faculty of Sociology (1967) and ""Onassisque"" from 1968 to 1969.",False
670,The film is so bad it doesn't improve upon the experience of staring at a blank screen.,The movie is so bad that it almost ceases to be entertaining.,He was educated at Marlborough College and received a Bachelor of Arts degree in Sociology.,False
671,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.","The movie is so bad that it almost ceases to be entertaining, and the audience will probably forget all about its originality.","The movie is a great American adventure, but it also has plenty of room for the audience to take in its inspirations.",False
672,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.","He was a member of the Union forces and led an expedition to South America during World War I, which he famously described as ""the greatest-great grandfather of President James Monroe.""","A movie that will only satisfy the most emotionally malleable parts of its story, but it also has a compelling character.",False
673,In 1902 Geiger began to study physics and mathematics in Erlangen and later attained a doctorate in 1906.,"He graduated from high school in 1876 and enrolled at the University of Wisconsin-Madison, where he received a Bachelor's degree in Sociology.","He was a founding member of the Arithmometer Company, which publishes multiple intelligence methods.",False
674,"Hutchinson emigrated from England to Massachusetts in 1634, in response to the preacher John Cotton's doing so.","He was a member of the Skull and Bones society, having been awarded the inaugural Nobel Prize in Chemistry.","The movie is so bad that it almost ceases to be a worthwhile spectacle, and the audience will probably like what they're getting.",False
675,"What makes How I Killed My Father compelling, besides its terrific performances, is Fontaine's willingness to wander into the dark areas of parent-child relationships without flinching.","The movie is so bad that it almost ceases to be a worthwhile spectacle, and the audience will probably like what they're getting.","John Fitzgerald Kennedy (May 23, 1917 - December 5, 2004) was an American politician and the longest serving Governor of California.",False
676,"Lift, the mother of Danny DeVito's character in her Academy Award nominated performance in Throw Momma from the Train.","In 1894, he was elected to the United States House of Representatives for a vacancy caused by the death of James Monroe.",The film is a great example of the power of cinema to give us glimpses into the lives of people who value money above their own.,False
677,The second coming of Harry Potter is a film far superior to its predecessor.,The movie is a blast of energy and the visuals are grand.,The film is a blandly unfunny and unentertaining satire.,False
678,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,He was a member of the United States Rubber Company (based in New York City) and later as manager of its foreign division.,"He was a member of the Skull and Bones society, having been exposed to both slavery and slave trade during his stay in captivity at Verdun.",False
679,... something appears to have been lost in the translation this time.,It's a work of astonishing grace and humane honesty.,The movie is a blast of energy and the visuals are grand.,False
680,"This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts.","A movie that will only satisfy the most emotionally malleable parts of its story, but it also has a compelling character.",He graduated from Trinity College in 1876 and received a scholarship to Harvard Law School.,False
681,He was the first American to win a Nobel Prize in any category.,"In 1998, he won the Golden Globe for Best Supporting Actress in a Leading Role.","He was a member of the Skull and Bones society, having been born in 1776 to Thomas Henrythrop Rockefeller.",False
682,"Abram Joffe, a Soviet physicist who knew Einstein, in an obituary of Einstein, wrote, ""The author of [the papers of 1905] was ... a bureaucrat at the Patent Office in Bern, Einstein-Maria"" and this has recently been taken as evidence of a collaborative relationship.","The film's director, Robert Schwartzman (born April 5, 1953 in New York City) is a former United States Marine Corps general who was also the author of The Godfather II.","The movie is so bad that it almost ceases to be entertaining, and instead becomes a rousing indictment of human decency.",False
683,"Fans of the TV series will be disappointed, and everyone else will be slightly bored.","The film is a work of extraordinary intelligence and grace, but it also has some serious soul searching to do.","He was educated at Marlborough College and in the nearby town of Portsmouth, Rhode Island.",False
684,Then he went on to a public grammar school for three years.,"John Fitzgerald Kennedy (May 23, 1917 - December 5, 2004) was an American politician and the longest serving Governor of California.",He was born in New York City to William and Mary Clooney.,False
685,"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain.","He was born in San Juan where his father, a soldier, had been living for the rest of his life.","The film is a great story, but it also has plenty of room for the reader to take stock of its flawed, self-destructive ways.",False
686,"A lousy movie that's not merely unwatchable, but also unlistenable.",A work of astonishing grace and extraordinary intelligence.,"The movie is so bad that it almost ceases to be entertaining, and the audience will probably laugh at its antics.",False
687,"This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts.",The film is a blandly unfunny and unentertaining satire.,A work of astonishing grace and extraordinary intelligence.,False
688,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups.,"It's a great American adventure, but it also has some flaws.","He graduated from high school in 1876 and enrolled at the University of Wisconsin-Madison, where he received a Bachelor's degree in Sociology.",False
689,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.","He was a member of the Skull and Bones society, having been exposed to both slavery and slave trade during his stay in captivity at Verdun.","In 1894, he was elected to the United States House of Representatives for a vacancy caused by the death of James Monroe.",False
690,"Alain Choquart's camera barely stops moving, portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.",The film is a great example of the power of cinema to give us glimpses into the lives of people who value money above their own.,"The movie is a great example of the power of film to bring together disparate perspectives, but it also has fun with its subject matter.",False
691,Distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.,"The film is so bad that it almost ceases to be entertaining, and the audience loses interest.","In 1998, he won the Golden Globe for Best Supporting Actress in a Leading Role.",False
692,"The movie's plot is almost entirely witless and inane, carrying every gag two or three times beyond its limit to sustain a laugh.","The movie is so bad that it almost ceases to be entertaining, and the audience will probably laugh at its antics.",He was a member of the United States Marine Corps (USAAF) during World War II.,False
693,He was one of the founder members of the Lunar Society.,He was born in New York City to William and Mary Clooney.,"The film is a work of extraordinary intelligence and grace, but it also has some serious soul searching to do.",False
694,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.",He graduated from Trinity College in 1876 and received a scholarship to Harvard Law School.,"He was a member of the Union forces and led an expedition to South America during World War I, which he famously described as ""the greatest-great grandfather of President James Monroe.""",False
695,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.","He was a member of the Skull and Bones society, having been born in 1776 to Thomas Henrythrop Rockefeller.","He was born in San Juan, Puerto Rico to Luis Ferrer and Maria Corriado de Faria (daughter of actor Miguel Ferrer) who were both members of the famous Ferrer family.",False
696,What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted.,"The movie is a great example of the power of film to bring together disparate perspectives, but it also has fun with its subject matter.","It's a great American adventure, but it also has some flaws.",False
697,"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain.","He was born in San Juan, Puerto Rico to Luis Ferrer and Maria Corriado de Faria (daughter of actor Miguel Ferrer) who were both members of the famous Ferrer family.","He was a member of the Skull and Bones society, but left in 1894 to become president of the American Enterprise Institute.",False
698,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.","He was a member of the Skull and Bones society, but left in 1894 to become president of the American Enterprise Institute.","He was a member of the Skull and Bones society, having been awarded the inaugural Nobel Prize in Chemistry.",False
699,He was the founder and first president of the Naval War College between 1884 and 1886.,"He was a founding member of the Arithmometer Company, which publishes multiple intelligence methods.",He was a member of the United States Rubber Company (based in New York City) and later as manager of its foreign division.,False
700,The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people.,"The movie is so bad that it almost ceases to be entertaining, and instead becomes a rousing indictment of human decency.","The film is so bad that it almost ceases to be entertaining, and the audience loses interest.",False
701,Then he went on to a public grammar school for three years.,He was a member of the United States Marine Corps (USAAF) during World War II.,"He was born in San Juan where his father, a soldier, had been living for the rest of his life.",False
702,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.","The film is a great story, but it also has plenty of room for the reader to take stock of its flawed, self-destructive ways.","The film's director, Robert Schwartzman (born April 5, 1953 in New York City) is a former United States Marine Corps general who was also the author of The Godfather II.",False
703,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.","He was educated at Marlborough College and in the nearby town of Portsmouth, Rhode Island.",It's a work of astonishing grace and humane honesty.,False
704,"Edric Frederick Gifford, 3rd Baron Gifford, VC (5 July 1849 - 5 June 1911) was an English recipient of the Victoria Cross, the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces.","He was awarded the 1921 Nobel Prize for Physics by his explanation of ""miracle year"" and received a Ph.D from The University of Zurich in Physiology or Medicine (his work with Alan Lloyd).",He was a member of the United States Republican Party and is currently the only Democrat elected to that office.,False
705,Then he went on to a public grammar school for three years.,"He served as a Republican from January 2, 1953 until February 4, 1959.","In the words of his son, Robert Aitken (born April 23, 1934 in New York City) is a German chemist and biophysicist who specialises in ""genesis"".",False
706,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.",He was the son of a soldier in the American Revolution and is currently the only surviving member of that branch to have been president.,The film is a great example of how the power of cinema to give us an in-depth glimpse into our lives while simultaneously giving them away.,False
707,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.","It's a strange way to put it, but at its best when you're just watching people drinking and laughing.","In 1894, he joined the United States Rubber Company (based in New York City) as manager of foreign division and later became president of its foreign division.",False
708,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.","He was a member of the Skull and Bones society, having been born in Creteil.","He served as a Republican from January 2, 1953 until February 4, 1959.",False
709,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.",He was a member of the United States Republican Party and served as chairman of that organization from 1975 until 1977.,"He was awarded the 1921 Nobel Prize for Physics by his explanation of ""miracle year"" and received a Ph.D from The University of Zurich in Physiology or Medicine (his work with Alan Lloyd).",False
710,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.",He was a member of the United States Republican Party and is currently the only Democrat elected to that office.,The movie is a roller-coaster ride.,False
711,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.","He was a member of the Union forces and served as general-in-chief (1917–1876) during World War I, serving under President James Monroe from 1864 to 1766.","The movie is so bad that it almost ceases to be a compelling story, one in which the very root of all evil forces are revealed and undone.",False
712,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.",He was a member of the United States Republican Party and is currently the only Democrat elected to that office.,"He graduated from Morehouse College in 1876 and enrolled at the University of Wisconsin-Madison, where he received a Bachelor of Arts degree in Sociology.",False
713,Exceptionally well acted by Diane Lane and Richard Gere.,"It's a great American adventure, but it is also one that will disappoint.",The film is a work of astonishing grace and force.,False
714,"Even as I valiantly struggled to remain interested, or at least conscious, I could feel my eyelids... getting... very... heavy...","The movie is a blandly unfunny and unentertaining affair, one that will only satisfy the most emotionally malleable of us.",He graduated from Morehouse College with a Bachelor of Arts degree in Sociology and received an LLB from Harvard Law School.,False
715,He was one of the founder members of the Lunar Society.,He graduated from high school in 1876 and enrolled at the University of Arizona.,He was the son of a soldier in the American Revolution and is currently the only surviving member of that branch to have been president.,False
716,He was one of the founder members of the Lunar Society.,He was awarded the Presidential Medal of Freedom.,He was awarded the Presidential Medal of Freedom.,True
717,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.",He graduated from Morehouse College with a Bachelor of Arts degree in Sociology and received an LLB from Harvard Law School.,"He graduated from high school in 1953 and enrolled at the University of Wisconsin-Madison, where he received a relatively progressive education.",False
718,Benjamin Everett Jordan (8 September 1896 - 15 March 1974) was a Democratic U.S. senator from the state of North Carolina between 1958 and 1973.,He was a member of the left-wing Democratic Party and is currently aligned with the Federalists.,He was a member of the United States Republican Party and served as chairman of that organization from 1975 until 1977.,False
719,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.","In the words of his son, Robert Aitken (born April 23, 1934 in New York City) is a German chemist and biophysicist who specialises in ""genesis"".","He was a member of the Skull and Bones society, having been born in Creteil.",False
720,"He was elected the Natrona County High School senior class president, represented the school at Boys State, and played halfback on the football team.","He graduated from high school in 1953 and enrolled at the University of Wisconsin-Madison, where he received a relatively progressive education.",He graduated from high school in 1876 and enrolled at the University of Arizona.,False
721,"Alain Choquart's camera barely stops moving, portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.",The film is a great example of how the power of cinema to give us an in-depth glimpse into our lives while simultaneously giving them away.,"It's a strange way to put it, but at its best when you're just watching people drinking and laughing.",False
722,"You come away wishing, though, that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that's at the center of the story.","The only entertainment you'll get from watching this movie is the sense that it's a comedy, not an actual one -- and neither is it funny.","The only entertainment you'll get from watching this movie is the sense that it's a comedy, not an actual one -- and neither is it funny.",True
723,He began to learn mathematics around age twelve.,He graduated from Harvard in 1876.,"John Fitzgerald Kennedy (May 23, 1887 - December 6, 1963) was a U.S. Republican politician who served as the Governor of Florida from 1898 to 1901.",False
724,"``My god, I'm behaving like an idiot!''",The movie is a roller-coaster ride.,He graduated from Harvard in 1876.,False
725,"Fans of the TV series will be disappointed, and everyone else will be slightly bored.",The film is a work of astonishing grace and force.,The film is a work of astonishing depth and grace.,False
726,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.","He was a member of the U.S. Republican Party and served as chairman of the United States Senate from January 1, 1901 until February 3, 1903.",The movie is a total loss.,False
727,Distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.,The film is a work of astonishing depth and grace.,"He was a member of the U.S. Republican Party and served as chairman of the United States Senate from January 1, 1901 until February 3, 1903.",False
728,"So young, so smart, such talent, such a wise ***.",The movie is a total loss.,He was a member of the Democratic Party and is currently the only Democrat elected to that office.,False
729,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.","A work of extraordinary courage and grace, but also a deeply humanizing one.",He was a member of the left-wing Democratic Party and is currently aligned with the Federalists.,False
730,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.","It's a strange way to describe an American holiday, one that never truly ends.",He was a member of the United States Republican Party and is currently the only Democrat elected to that office.,False
731,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.","In 1894, he joined the United States Rubber Company (based in New York City) as manager of foreign division and later became president of its foreign division.","He was a member of the Union forces and served as general-in-chief (1917–1876) during World War I, serving under President James Monroe from 1864 to 1766.",False
732,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.","He graduated from Morehouse College in 1876 and enrolled at the University of Wisconsin-Madison, where he received a Bachelor of Arts degree in Sociology.","It's a strange way to describe an American holiday, one that never truly ends.",False
733,"Frank Durward White (June 4, 1933 - May 21, 2003) was the Republican governor of the U.S. state of Arkansas from 1981 to 1983.",He was a member of the Democratic Party and is currently the only Democrat elected to that office.,"It's a great American adventure, but it is also one that will disappoint.",False
734,"Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace; still, Myer's energy and the silliness of it all eventually prevail.","The movie is so bad that it almost ceases to be a compelling story, one in which the very root of all evil forces are revealed and undone.","A work of extraordinary courage and grace, but also a deeply humanizing one.",False
735,Benjamin Everett Jordan (8 September 1896 - 15 March 1974) was a Democratic U.S. senator from the state of North Carolina between 1958 and 1973.,"John Fitzgerald Kennedy (May 23, 1887 - December 6, 1963) was a U.S. Republican politician who served as the Governor of Florida from 1898 to 1901.","The movie is a blandly unfunny and unentertaining affair, one that will only satisfy the most emotionally malleable of us.",False
736,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.","He was a member of the Skull and Bones society, as well as an occasional guest on The Simpsons.","He was a founding member of the Arbusto Energy company, and served as managing general partner in this organization.",False
737,He was the first American to win a Nobel Prize in any category.,He was awarded the 1921 Nobel Prize for Physics.,He was born in San Juan where his family moved when he was 3 years old to a small town of San Juan.,False
738,"His employment by the General Electric company further enhanced his political image; he travelled widely as a GE spokesman, and was noted for his anti-Communist speeches.","He was a member of the United States Rubber Company (based in New York City) and later with Brown Brothers Harriman, where he worked for the rest of his life.","John Fitzgerald Kennedy (May 23, 1876 - December 5, 1972) was an American novelist and poet.",False
739,"Lawford became an American citizen in 1960, in time to vote for his brother-in-law John F. Kennedy.","John Fitzgerald Kennedy (May 23, 1876 - December 5, 1972) was an American novelist and poet.","John Fitzgerald Kennedy (May 23, 1876 - December 5, 1963) was an American novelist and publisher.",False
740,"He attended secondary school (Volksschule), and learned the trade of a joiner.","He was a member of the Skull and Bones society, but left in 1848 to become president.","He was a member of the United States Rubber Company (based in New York City) and later with Brown Brothers Harriman, where he worked for the rest of his life.",False
741,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.","The movie is so bad that it almost ceases to be entertaining, and the themes are too much like `what if?'",The film is a thinly veiled look at the lives of ordinary people living in poverty.,False
742,"In 1983, Miguel was given a small part as a waiter in the movie The Man Who Wasn't There.","He was a member of the Skull and Bones society, but left in 1848 to become president.",He graduated from Morehouse College in 1876 and received a Bachelor of Arts degree in economics.,False
743,Adams received one electoral vote in the presidential election of 1820.,He was a member of the United States Republican Party.,"He was a member of the Skull and Bones society, as well as an occasional guest on The Simpsons.",False
744,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.",The film is a thinly veiled look at the lives of ordinary people living in poverty.,He was a member of the United States Marine detachments (USAAF) and later commanded an Army Tenth Mountain Division.,False
