sample_index,reference,real_eeg,shuffled_eeg,exact_match
668,"During this time he worked on developing a federal system of roads, canals, bridges, lighthouses, and universities until Jackson, who defeated Adams in the latter's quest for re-election, was sworn in to replace him.","He was elected to the House of Representatives as a Democrat and served until becoming a Republican, and was a member of the House from 1974 until 1979.","He was born in St. Clare, and died in Stonyhurst, New York, in 1953.",False
669,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.","In 1876, he graduated from the University of Pennsylvania with a Bachelor of Arts from Dartmouth College.","The film's most haunting and affecting, and it's also one of the most affecting.",False
670,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.","John Fitzgerald Kennedy (May 23, 1887 - April 3, 2003) was an American novelist, poet, and television actress.",The movie's a bit too far into the subject of the film's most compelling characters and the way it's presented is a bit beyond its scope.,False
671,"The movie's plot is almost entirely witless and inane, carrying every gag two or three times beyond its limit to sustain a laugh.",The movie's a little too far into the movie's plot and the characters are a bit too much for me.,The movie is a work of a movie that is so much more than a movie about a man who has been through it.,False
672,On 28 February 1934 he and Anthony Fokker each received an excessive half a million dollars for selling fifty military planes to the Soviet government.,He was a member of the United States Senate from 1887 until the Senate in the House of Representatives.,"In 1876, he was commissioned to study law at the University of Chicago in the fall of 1876.",False
673,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,The movie is a work of a movie that's a little too far into the movie's plot.,The movie is a great example of the power of a movie that has a compelling story and a compelling character.,False
674,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.","In 1876, he founded the family of the family, and in 1876 he became Standard Oil.","A work of a movie, but one that may find its title implies, is a work of art.",False
675,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.","A work of a movie, but one that may find its title implies, is a work of art.","He was born in St. Germain, Missouri, and was educated at the University of Missouri.",False
676,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.","In 1876, he was a member of the founding of the United States Army Air Forces, and was a prominent voice in the Continental Army.",He was a member of the United States Senate from New York from 1974 until 1990.,False
677,These events soon led to the American Civil War.,He married Margot Forsyth in 1876.,"After a stint in the United States, he moved to New York City, where he became a manager of the city's gas station.",False
678,"Dole was twice decorated for heroic achievement, receiving two Purple Hearts for his injuries, and the Bronze Star Medal for his attempt to assist a downed radio man.","He was awarded the Presidential Medal of Freedom in Physics for Physics for his work in Physics, and was also nominated for the Physics Physics Physics Prize in Physics Physics for the latter.","A stunning, if unimpressive, portrait of a man who has been made in the most appalling way imaginable is a work of art.",False
679,"Ulysses S. Grant (April 27, 1822 - July 23, 1885) was the 18th President of the United States (1869 - 1877).","He served from January 18, 18, and was a member of the House of Representatives from 1974 until 1988.",He married Margot Forsyth in 1876.,False
680,His work dealt largely with the poor urban black and mulatto communities of Bahia.,"In 1876, he was commissioned to study law at the University of Chicago in the fall of 1876.","The movie, if it's a good one, is a work of art that never fails to impress.",False
681,What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted.,"The film's a bit too far into the story, but it's a good one, and it's also a good film.",He was elected to the House of Representatives in the House representing New York and served until the Senate before becoming a member of the House.,False
682,"Dole has worked part-time for a Washington, DC, law firm, and engaged in a career of writing, consulting, public speaking, and television appearances.",He was born in New York City to Irish and English descent until 1835.,He was awarded the Distinguished Fellow of the Royal Society in 1953.,False
683,He had an elder brother named Emmet Olson.,"In 18, he moved to New York City.","In 1946, he was awarded the Presidential Medal of Freedom.",False
684,"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain.","He was born in St. Germain, Missouri, and was educated at the University of Missouri.","John Fitzgerald Kennedy (May 18, 1887 - April 5, 1923) was an American politician who was the longest serving Governor of the United States.",False
685,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.","He was born in New York City in 1835 and moved to the city of Long Island, New York, where he became a U.S. Army officer.","The movie is a bit too long, but it's a good one.",False
686,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.","In 1894, he joined the staff of the University of California, Los Angeles, as a lecturer in economics.","He was married to actress and actress who was married for three years, and had two daughters.",False
687,His work dealt largely with the poor urban black and mulatto communities of Bahia.,"After a stint in the United States, he moved to New York City, where he became a manager of the city's gas station.","In 1894, he joined the staff of the University of California, Los Angeles, as a lecturer in economics.",False
688,The second coming of Harry Potter is a film far superior to its predecessor.,"The film's a work of stunning, if it's not a masterpiece.",The movie is a work of a movie that's a little too far into the movie's plot.,False
689,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.","A stunning, if unimpressive, portrait of a man who has been made in the most appalling way imaginable is a work of art.","In 1876, he was a member of the founding of the United States Army Air Forces, and was a prominent voice in the Continental Army.",False
690,He was the founder and first president of the Naval War College between 1884 and 1886.,He was a member of the United States Senate from New York from 1974 until 1990.,He was sent to the United States Army until he was sent back to the Army until the rank of captain.,False
691,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.",He is a member of the Republican Party and is a former Conservative politician.,"The film's a bit too far into the story, but it's a good one, and it's also a good film.",False
692,"Cheney grew up in Casper, Wyoming, and met his high-school sweetheart and future wife, Lynne Vincent, at age fourteen.","He was married to actress and actress who was married for three years, and had two daughters.","He was born in New York City to Irish and English descent, and moved to the area of New York.",False
693,"He was born near at Elston Hall near Nottingham, and educated at Chesterfield School then later at St. John's College, Cambridge.","John Fitzgerald Kennedy (May 18, 1887 - April 5, 1923) was an American politician who was the longest serving Governor of the United States.","In 18, he moved to New York City.",False
694,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.","The movie, if it's a good one, is a work of art that never fails to impress.",He was a member of the United States Senate from 1887 until the Senate in the House of Representatives.,False
695,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.",He was elected to the House of Representatives in the House representing New York and served until the Senate before becoming a member of the House.,"He attended the University of Notre Dame in Eureka, where he earned a Bachelor of Arts in economics from Dartmouth College in 1953, and then attended the Yale Divinity School in 1959.",False
696,"Cheney grew up in Casper, Wyoming, and met his high-school sweetheart and future wife, Lynne Vincent, at age fourteen.",He was sent to the United States Army until he was sent back to the Army until the rank of captain.,"The film's a work of stunning, if it's not a masterpiece.",False
697,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.","He attended the University of Notre Dame in Eureka, where he earned a Bachelor of Arts in economics from Dartmouth College in 1953, and then attended the Yale Divinity School in 1959.","The movie is a bit too long, and a bit unimpressive for its audience.",False
698,"Even as I valiantly struggled to remain interested, or at least conscious, I could feel my eyelids... getting... very... heavy...","The movie is a bit too long, and a bit unimpressive for its audience.","In 1876, he founded the family of the family, and in 1876 he became Standard Oil.",False
699,It's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair.,The movie is a great example of the power of a movie that has a compelling story and a compelling character.,"He was awarded the Presidential Medal of Freedom in Physics for Physics for his work in Physics, and was also nominated for the Physics Physics Physics Prize in Physics Physics for the latter.",False
700,He began to learn mathematics around age twelve.,He was awarded the Distinguished Fellow of the Royal Society in 1953.,He is a member of the Republican Party and is a former Conservative politician.,False
701,His work dealt largely with the poor urban black and mulatto communities of Bahia.,"He was born in New York City to Irish and English descent, and moved to the area of New York.","He was born in New York City in 1835 and moved to the city of Long Island, New York, where he became a U.S. Army officer.",False
702,The film is so bad it doesn't improve upon the experience of staring at a blank screen.,"The movie is a bit too long, but it's a good one.",He was born in New York City to Irish and English descent until 1835.,False
703,He was the first American to win a Nobel Prize in any category.,"In 1946, he was awarded the Presidential Medal of Freedom.","He served from January 18, 18, and was a member of the House of Representatives from 1974 until 1988.",False
704,"So young, so smart, such talent, such a wise ***.",It's a strange way to be made.,He was educated at the University of Pennsylvania and then joined the University.,False
705,His work dealt largely with the poor urban black and mulatto communities of Bahia.,He was educated at the University of Pennsylvania and then joined the Army until 1839. He then joined a staff of the Army.,"The movie's a bit too far, but it's a compelling story, one that's a little too much.",False
706,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","He was born in Mays, near Dublin, in 1839, in the city of Dublin, Ireland, the son of the famous St. Clare of Dublin) was the first of the British mathematician, who was the son, and the grandson of the same author","Elvis Presley is the founder of the Rockefellers, a New York City, New York, and the Rococo conglomerate.",False
707,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,"The movie's best, if it's not a masterpiece of the genre, is a work of art that's both gripping and compelling.",He graduated from St. Clare in 1887 and moved to New York City.,False
708,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.","In 1876, he was commissioned by the United States Marine Corps to become a captain in the Army Air Forces.",He was educated at the University of Pennsylvania and then joined the Army until 1839. He then joined a staff of the Army.,False
709,"Lawford became an American citizen in 1960, in time to vote for his brother-in-law John F. Kennedy.","John Fitzgerald Kennedy (May 30, 18, 1876 - January 3, 2000) was an American novelist, journalist, and publisher.",It's a strange way to be made.,False
710,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","John Fitzgerald Kennedy (May 30, 18, 1876 - January 3, 2000) was an American film actor, and author, musician, and television actor.","John Fitzgerald Kennedy (born May 18, 18, in St. John, Massachusetts) was a Republican politician.",False
711,On 28 February 1934 he and Anthony Fokker each received an excessive half a million dollars for selling fifty military planes to the Soviet government.,"In 1876, he was elected to the House of Representatives and was a member of the House Ways and Means Committee.","He was awarded the Presidential Medal of Freedom in Physics, Physics, and Chemistry from the University of Chicago in Physics in Physics and Chemistry in Physics Physics, respectively, in the same year of Physics, the same Physics, in Physics"".",False
712,He had an elder brother named Emmet Olson.,He was educated at the University of Pennsylvania and then joined the University.,It's a strange way to spend your life.,False
713,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,"In 1876, he founded the New York City company, and in 1876 he founded Standard Oil.",He was educated at the University of Pennsylvania.,False
714,"Although Adams lost in both the popular and electoral votes in the Presidential election of 1824, none of the candidates were able to secure a majority of the electoral vote, thereby putting the outcome in the hands of the House of Representatives, which to the surprise of many elected Adams over rival Andrew Jackson.","He was born in St. Germain, France, and was educated at the University of Pennsylvania, where he was a member of the faculty of Economics.","John Fitzgerald Kennedy (May 30, 18, 1887 - April 5, 2000) was an American politician, and a Republican politician.",False
715,"He was born near at Elston Hall near Nottingham, and educated at Chesterfield School then later at St. John's College, Cambridge.","He was born in St. Germain, New York, in 1876, and was a member of the House of Representatives from 1848 until his death.","He was born in Mays, near Dublin, in 1839, in the city of Dublin, Ireland, the son of the famous St. Clare of Dublin) was the first of the British mathematician, who was the son, and the grandson of the same author",False
716,"He was born near at Elston Hall near Nottingham, and educated at Chesterfield School then later at St. John's College, Cambridge.","In 1876, he moved to the University of California, where he graduated from Yale Divinity School.","In 1876, he moved to the University of California, where he graduated from Yale Divinity School.",True
717,Then he went on to a public grammar school for three years.,"John Fitzgerald Kennedy (May 30, 18, 1887 - April 5, 2000) was an American politician, and a Republican politician.","A work of art, but it's a work of a movie.",False
718,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.","The film's a work of art, but it's a bit of a letdown, one that's a lot to say about a film's worth seeing.","John Fitzgerald Kennedy (May 30, 18, 1876 - January 3, 2000) was an American novelist, journalist, and publisher.",False
719,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.","The movie's a bit too far, but it's a compelling story, one that's a little too much.","In 1876, he was commissioned by the United States Marine Corps to become a captain in the Army Air Forces.",False
720,Exceptionally well acted by Diane Lane and Richard Gere.,"A work of art, but it's a work of a movie.","He was born in St. Germain, New York, in 1876, and was a member of the House of Representatives from 1848 until his death.",False
721,He was the founder and first president of the Naval War College between 1884 and 1886.,"Elvis Presley is the founder of the Rockefellers, a New York City, New York, and the Rococo conglomerate.","The movie's best, if it's not a masterpiece of the genre, is a work of art that's both gripping and compelling.",False
722,"Viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.","The film's a work of a compelling story, and it's a compelling one that, in a sense, is a work.","The film's a work of a compelling story, and it's a compelling one that, in a sense, is a work.",True
723,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.","The movie is a great example of the way the film should be viewed, and it's a great film that's so well realized.","The film's a bit too far into the story, but it's a good one, and it's an engaging one, one that's both gripping and one that has a way of being.",False
724,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.","John Fitzgerald Kennedy (born May 18, 18, in St. John, Massachusetts) was a Republican politician.","The movie is a great example of the way the film should be viewed, and it's a great film that's so well realized.",False
725,He had an elder brother named Emmet Olson.,He was educated at the University of Pennsylvania.,"John Fitzgerald Kennedy (born August 12, 18, 1876) is a Republican politician who is the longest serving Conservative politician.",False
726,On 28 February 1934 he and Anthony Fokker each received an excessive half a million dollars for selling fifty military planes to the Soviet government.,"He was born in St. Germain, New York, and was educated at the University of Pennsylvania, where he was a student of William Benton.","In 1879, he was born in St. Germain, France, and was the son of the famous St. Louis, France's first wife of the renowned physicist, and the daughter of the same famous physicist, William Darwin, who was the first of the",False
727,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.","John Fitzgerald Kennedy (born August 12, 18, 1876) is a Republican politician who is the longest serving Conservative politician.","He was born in St. Germain, New York, and was educated at the University of Pennsylvania, where he was a student of William Benton.",False
728,"Abram Joffe, a Soviet physicist who knew Einstein, in an obituary of Einstein, wrote, ""The author of [the papers of 1905] was ... a bureaucrat at the Patent Office in Bern, Einstein-Maria"" and this has recently been taken as evidence of a collaborative relationship.","In 1879, he was born in St. Germain, France, and was the son of the famous St. Louis, France's first wife of the renowned physicist, and the daughter of the same famous physicist, William Darwin, who was the first of the","The movie is a little too long, but it's a good one that has a lot more substance.",False
729,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.","In 1894, he was born in New York City to parents of two daughters, and was educated at the University of Chicago, where he was a student of Charles Darwin.","The film's a work of art, but it's a bit of a letdown, one that's a lot to say about a film's worth seeing.",False
730,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,The movie is a work of a movie that's a little too far into the present day to be funny.,"John Fitzgerald Kennedy (May 30, 18, 1876 - January 3, 2000) was an American film actor, and author, musician, and television actor.",False
731,He was then hired by the legal department of CBS subsidiary Columbia Records.,He graduated from St. Clare in 1887 and moved to New York City.,"In 1876, he was elected to the House of Representatives and was a member of the House Ways and Means Committee.",False
732,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.",It's a strange way to spend your life.,The movie is a work of a movie that's a little too far into the present day to be funny.,False
733,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.","The movie is a little too long, but it's a good one that has a lot more substance.","In 1876, he founded the New York City company, and in 1876 he founded Standard Oil.",False
734,"Edric Frederick Gifford, 3rd Baron Gifford, VC (5 July 1849 - 5 June 1911) was an English recipient of the Victoria Cross, the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces.","He was awarded the Presidential Medal of Freedom in Physics, Physics, and Chemistry from the University of Chicago in Physics in Physics and Chemistry in Physics Physics, respectively, in the same year of Physics, the same Physics, in Physics"".","In 1894, he was born in New York City to parents of two daughters, and was educated at the University of Chicago, where he was a student of Charles Darwin.",False
735,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.","The film's a bit too far into the story, but it's a good one, and it's an engaging one, one that's both gripping and one that has a way of being.","He was born in St. Germain, France, and was educated at the University of Pennsylvania, where he was a member of the faculty of Economics.",False
736,"If you already like this sort of thing, this is that sort of thing all over again.",The movie is a work of a movie that's a bit too far into the subject.,"He was born in St. Germain, France, in 1876 to the Rev. Martin Luther King, Jr.",False
737,What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted.,"The movie is a great example of the power of a movie, but it's a bit too far beyond the point.",He was awarded the Presidential Medal of Freedom in the Presidential Prize in Physics in 1998.,False
738,"A loud, ugly, irritating movie without any of its satirical salvos hitting a discernible target.","The movie is a work of art, but it's a bit too far in.",He was a member of the United States Senate from 1993 until 1995.,False
739,He was then hired by the legal department of CBS subsidiary Columbia Records.,He was a member of the United States Senate from 1993 until 1995.,"The film's a masterpiece of the best American comedy, it's a movie that's both gripping and poignant.",False
740,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He was elected to the United States House of Representatives in the House of Commons in 1974.,"The movie is a work of art, but it's a bit too far in.",False
741,"Frank Durward White (June 4, 1933 - May 21, 2003) was the Republican governor of the U.S. state of Arkansas from 1981 to 1983.","John Davison (born May 18, 18, in New York) was a United States Secretary of the House of Representatives from New York.","He was elected to the House of Representatives as a Democrat and was elected the first Governor of the state of Massachusetts, where he served until becoming President of the United States.",False
742,"Some say this was because of a bargain he struck with Henry Clay, which put Clay into office as his Secretary of State once Adams won.",He was elected to the House of Representatives as a Democrat and was a member of the House from 1877 until his death.,"The movie is a bit too far into the subject of the film's title, but it's a good one.",False
743,"A lousy movie that's not merely unwatchable, but also unlistenable.","It's a work of art, but it's a bit too far.",The movie is a work of a movie that's a bit too far into the subject.,False
744,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.","He was elected to the House of Representatives as a Democrat and was elected the first Governor of the state of Massachusetts, where he served until becoming President of the United States.",He is a member of the Democratic Party and is a former United States House of Representatives from New York.,False
745,"Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace; still, Myer's energy and the silliness of it all eventually prevail.","The film's best is the way it's presented, and it's a stunning fusion of both sides.","The movie is a great example of the power of a movie, but it's a bit too far beyond the point.",False
746,"While it regards 1967 as the key turning point of the 20th century, and returns again and again to images of dissidents in the streets, it's alarmingly current.","The movie is a little too far into the movie, but it's a good one, one that has a lot more potential.","He was born in St. Louis, Missouri, and was educated at the University of Missouri.",False
747,"Beautifully crafted, engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic, twisty yarn that will keep them guessing.","The movie is a bit too far into the subject of the film's title, but it's a good one.","He graduated from the University of California, Berkeley in 1953 and earned a Bachelor of Arts from Dartmouth College in 1953.",False
748,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.","The movie's a bit too far into the subject matter, but it's a good one, one that, if it's not a little too much to say, is a wonder.","The film's a work of art, but it's a depressing one.",False
749,Bad and baffling from the get-go.,"The film's a work of art, but it's a depressing one.",He graduated from Dartmouth College in 1953.,False
750,"She later moved yet further from her Boston-based persecutors, to what is now The Bronx in northern New York City.","He was born in St. Germain, France, in 1876 to the Rev. Martin Luther King, Jr.","The movie's a bit too far into the subject of the subject matter, but it's a good one that, while it's not a particularly good one, is a decent one.",False
751,"While it regards 1967 as the key turning point of the 20th century, and returns again and again to images of dissidents in the streets, it's alarmingly current.",The movie is a great example of the power of a movie that has a lot more than its audience.,"In 1894, he was commissioned to study law at the University of California, Los Angeles, and was admitted to Yale Law School.",False
752,"What makes How I Killed My Father compelling, besides its terrific performances, is Fontaine's willingness to wander into the dark areas of parent-child relationships without flinching.","The movie is a bit too far into the movie, but it's a good one, one that has a lot more depth.","It's a work of art, but it's a bit too far.",False
753,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.","In 1894, he was commissioned to study law at the University of California, Los Angeles, and was admitted to Yale Law School.",The movie is a work of a movie that's a bit like a movie in a way.,False
754,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.","He graduated from the University of California, Berkeley in 1953 and earned a Bachelor of Arts from Dartmouth College in 1953.","He was born in St. George, Missouri, and was educated at the University of Missouri, where he was a student of William Benton, and later a member of the",False
755,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.","He was born in St. Louis, Missouri, and was educated at the University of Missouri.",He was elected to the United States House of Representatives in the House of Commons in 1974.,False
756,"She later moved yet further from her Boston-based persecutors, to what is now The Bronx in northern New York City.","In 1876, he was born in St. Germain, New York City) in the city of St. Louis.",The movie is a great example of the power of a movie that has a lot more than its audience.,False
757,"... creates a visceral sense of its characters' lives and conflicted emotions that carries it far above... what could have been a melodramatic, Lifetime Channel-style anthology.","The movie is a little too long, but it's a good one.","The movie is a little too long, but it's a good one.",True
758,This led to his being hired by Westinghouse company to service their steam engines.,He was awarded the Presidential Medal of Freedom in the Presidential Prize in Physics in 1998.,He was awarded the Presidential Medal of Freedom in 1953.,False
759,"The Emperor's Club is one of those films that possesses all the good intentions in the world, but...","The film's a masterpiece of the best American comedy, it's a movie that's both gripping and poignant.","The movie is a little too far into the movie, but it's a good one, one that has a lot more potential.",False
760,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.","He was born in St. George, Missouri, and was educated at the University of Missouri, where he was a student of William Benton, and later a member of the","The movie is a bit too far into the movie, but it's a good one, one that has a lot more depth.",False
761,This led to his being hired by Westinghouse company to service their steam engines.,He was awarded the Presidential Medal of Freedom in 1953.,"The movie's a bit too far into the subject matter, but it's a good one, one that, if it's not a little too much to say, is a wonder.",False
762,Burroughs graduated from Harvard University in 1936.,He graduated from Dartmouth College in 1953.,"John Davison (born May 18, 18, in New York) was a United States Secretary of the House of Representatives from New York.",False
763,"The Emperor's Club is one of those films that possesses all the good intentions in the world, but...",The movie is a work of a movie that's a bit like a movie in a way.,He graduated from Dartmouth College in 1953.,False
764,Benjamin Everett Jordan (8 September 1896 - 15 March 1974) was a Democratic U.S. senator from the state of North Carolina between 1958 and 1973.,He is a member of the Democratic Party and is a former United States House of Representatives from New York.,"In 1876, he was born in St. Germain, New York City) in the city of St. Louis.",False
765,Burroughs graduated from Harvard University in 1936.,He graduated from Dartmouth College in 1953.,"The film's best is the way it's presented, and it's a stunning fusion of both sides.",False
766,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",The film is a work of a man who has grown up in a way that is both a work in progress.,The film is a work of a man who has grown up in a way that is both a work in progress.,True
767,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.","The movie's a bit too far into the subject of the subject matter, but it's a good one that, while it's not a particularly good one, is a decent one.",He was elected to the House of Representatives as a Democrat and was a member of the House from 1877 until his death.,False
768,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.","It's a work of art, but it's a bit too far.",He was a member of the House of Representatives from 2003 until his death.,False
769,"Lawford became an American citizen in 1960, in time to vote for his brother-in-law John F. Kennedy.","John Fitzgerald Kennedy (May 18, 18, Boston, Massachusetts) was an American politician, and was the longest serving United States Secretary of the Army.","John Davison (born January 23, 18, in San Francisco) is an American film and television actor, most known for his role in the 1960s, and for his work in the film, television, and television drama The Fugitive"", which also has been",False
770,It's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair.,The movie is a great example of the power of a movie that both sides of a human being can get from one another.,The movie is a work of a movie that's a little too far into the subject.,False
771,"He was born near at Elston Hall near Nottingham, and educated at Chesterfield School then later at St. John's College, Cambridge.","He was born in St. Germain, Missouri, and was educated at the University of Missouri.",He was awarded the Presidential Medal of Freedom in 1998.,False
772,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.","John Fitzgerald Kennedy (May 18, 18, in San Juan, California) was an American film actor.",The movie is a great example of the power of a movie that both sides of a human being can get from one another.,False
773,It's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair.,"The movie is a great example of the power of a movie that's both gripping and compelling, both in and out of the characters.","He was awarded the Presidential Medal of Freedom in recognition of his services to the United Nations, and was the first of the American Nobel Laureate.",False
774,The sort of movie that gives tastelessness a bad rap.,"A work of a film, and a genuinely entertaining one, is a work of art.","It's a good film, but it's a bit too far.",False
775,"Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace; still, Myer's energy and the silliness of it all eventually prevail.","The film's best, if it's not a masterpiece, is a work of art, and it's a wonder how people keep coming to it.","He was born in St. Germain, Missouri, and was educated at the University of Missouri.",False
776,Burroughs graduated from Harvard University in 1936.,He was awarded the Presidential Medal of Freedom in 1998.,"A work of a film that's a work of art, but one that's both a little too much.",False
777,"During this time he worked on developing a federal system of roads, canals, bridges, lighthouses, and universities until Jackson, who defeated Adams in the latter's quest for re-election, was sworn in to replace him.","He was elected to the House of Representatives as a Democrat from New York, and served as the first Governor of the state of New York from 1877 to 1879.","A work of a film, but it's a work of art.",False
778,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,"The film's best performances, as it's often credited, are those that highlight the subject matter.","The movie's a bit too far into the story, but it's a compelling one that's a lot more.",False
779,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","John Davison (born January 23, 18, in San Francisco) is an American film and television actor, most known for his role in the 1960s, and for his work in the film, television, and television drama The Fugitive"", which also has been","In 1876, he founded the New York City firm of Standard Oil, and in 1876 founded the Standard Oil Company.",False
780,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.","The movie's a bit of a rambling affair, but it's a good one, if it's not a masterpiece of a movie's worth seeing.","John Fitzgerald Kennedy (May 23, 1876 - January 3, 1970) was an American politician, and the first Republican elected to the House of Representatives from New York, and was the first Governor of the United States from 1898 to 1898.",False
781,"Bill ""Billy"" Boucher (b. November 10, 1899 in Ottawa, Ontario, Canada, died November 10, 1958) was a Canadian professional ice hockey rightwinger who played in the National Hockey League for the Montreal Canadiens, Boston Bruins and New York Americans.","He was awarded the Presidential Medal of Freedom in recognition of his services to the United Nations, and was the first of the American Nobel Laureate.","John Fitzgerald Kennedy (May 18, 18, 1929 - January 3, 2003) was an American politician who was a Republican politician from New York.",False
782,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,"The movie's a bit too far into the story, but it's a compelling one that's a lot more.","The film's best, if it's not a masterpiece, is a work of art, and it's a wonder how people keep coming to it.",False
